
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      376    0.001    0.000    0.007    0.000 __init__.py:1574(_has)
       80    0.001    0.000    0.002    0.000 sre_parse.py:267(getuntil)
      791    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
      165    0.001    0.000    0.001    0.000 warnings.py:474(__enter__)
      382    0.001    0.000    0.040    0.000 inspect.py:2829(from_callable)
      267    0.001    0.000    0.006    0.000 re.py:185(sub)
      387    0.001    0.000    0.001    0.000 __init__.py:668(__iter__)
      940    0.001    0.000    0.001    0.000 version.py:352(<lambda>)
       59    0.001    0.000    0.002    0.000 functools.py:37(update_wrapper)
     1038    0.001    0.000    0.003    0.000 __init__.py:2313(_normalize_cached)
     1160    0.001    0.000    0.001    0.000 signal.py:187(length)
     1078    0.001    0.000    0.001    0.000 inspect.py:2517(name)
      128    0.001    0.000    0.031    0.000 __init__.py:2258(fixup_namespace_packages)
      259    0.001    0.000    0.005    0.000 __init__.py:1317(safe_name)
      128    0.001    0.000    0.034    0.000 __init__.py:2487(parse_map)
      129    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      166    0.001    0.000    0.063    0.000 utils.py:45(register_decorator)
       48    0.001    0.000    0.028    0.001 textparser.py:350(match)
        1    0.001    0.001    0.005    0.005 pickletools.py:11(<module>)
       84    0.001    0.000    0.004    0.000 pyparsing.py:3390(__init__)
       46    0.001    0.000    0.001    0.000 message.py:138(_create_signal_tree)
      154    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.001    0.001    0.003    0.003 six.py:21(<module>)
      955    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
       70    0.001    0.000    0.002    0.000 sre_compile.py:411(_mk_bitmap)
       82    0.001    0.000    0.002    0.000 pyparsing.py:3719(__init__)
      256    0.001    0.000    0.002    0.000 __init__.py:128(<genexpr>)
      165    0.001    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
        1    0.001    0.001    0.001    0.001 big5prober.py:28(<module>)
      486    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:719(find_spec)
      239    0.001    0.000    0.001    0.000 __init__.py:338(_is_dunder)
      366    0.001    0.000    0.001    0.000 socket.py:91(<lambda>)
   131/65    0.001    0.000    0.018    0.000 pyparsing.py:3363(copy)
      147    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      171    0.001    0.000    0.003    0.000 warnings.py:165(simplefilter)
        1    0.001    0.001    0.002    0.002 six.py:1(<module>)
      116    0.001    0.000    0.001    0.000 signal.py:107(__init__)
      364    0.001    0.000    0.001    0.000 socket.py:81(<lambda>)
      365    0.001    0.000    0.001    0.000 socket.py:86(<lambda>)
      119    0.001    0.000    0.008    0.000 abc.py:125(__new__)
      407    0.001    0.000    0.001    0.000 pyparsing.py:3581(<genexpr>)
      844    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
      118    0.001    0.000    0.002    0.000 textparser.py:469(match)
      363    0.001    0.000    0.001    0.000 socket.py:76(<lambda>)
       14    0.001    0.000    0.019    0.001 enum.py:389(_create_)
        1    0.001    0.001    0.039    0.039 textparser.py:388(match)
       46    0.001    0.000    0.004    0.000 __init__.py:168(_parse_format)
       48    0.001    0.000    0.003    0.000 pyparsing.py:3540(__init__)
      144    0.001    0.000    0.001    0.000 dbc.py:349(__init__)
      118    0.001    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
       46    0.001    0.000    0.018    0.000 utils.py:106(create_encode_decode_formats)
       65    0.001    0.000    0.001    0.000 pickletools.py:1079(__init__)
       15    0.001    0.000    1.925    0.128 __init__.py:5(<module>)
      308    0.001    0.000    0.001    0.000 sre_compile.py:595(isstring)
      720    0.001    0.000    0.001    0.000 version.py:332(_parse_local_version)
      232    0.001    0.000    0.001    0.000 utils.py:109(get_format_string_type)
       70    0.001    0.000    0.001    0.000 __init__.py:2617(__setattr__)
      173    0.001    0.000    0.002    0.000 {built-in method _abc._abc_register}
        1    0.001    0.001    0.083    0.083 pyparsing.py:75(<module>)
      382    0.001    0.000    0.001    0.000 inspect.py:504(_is_wrapper)
      251    0.001    0.000    0.001    0.000 __init__.py:330(_is_descriptor)
       34    0.001    0.000    0.001    0.000 __init__.py:1272(_fixupParents)
      191    0.001    0.000    0.029    0.000 __init__.py:1415(get_metadata_lines)
  121/117    0.001    0.000    0.001    0.000 pyparsing.py:372(__init__)
      141    0.001    0.000    0.015    0.000 __init__.py:361(_is_private_name)
       69    0.001    0.000    0.002    0.000 pyparsing.py:2412(__init__)
       16    0.001    0.000    0.019    0.001 __init__.py:2069(__prepare__)
      154    0.001    0.000    0.001    0.000 sre_parse.py:903(fix_flags)
      812    0.001    0.000    0.001    0.000 signal.py:175(start)
       46    0.001    0.000    0.002    0.000 utils.py:142(create_big)
      812    0.001    0.000    0.001    0.000 signal.py:199(byte_order)
       46    0.001    0.000    0.039    0.001 message.py:916(refresh)
      468    0.001    0.000    0.001    0.000 pyparsing.py:2153(__str__)
       35    0.001    0.000    0.015    0.000 __init__.py:2474(parse_group)
       63    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      165    0.001    0.000    0.001    0.000 warnings.py:493(__exit__)
    77/62    0.001    0.000    0.002    0.000 pyparsing.py:3434(__str__)
      116    0.001    0.000    0.001    0.000 dbc.py:1230(get_signal_name)
       33    0.001    0.000    0.001    0.000 enum.py:474(_find_new_)
       34    0.001    0.000    0.002    0.000 __init__.py:1221(getLogger)
      790    0.001    0.000    0.001    0.000 inspect.py:2835(parameters)
      227    0.001    0.000    0.009    0.000 sre_parse.py:96(closegroup)
   131/65    0.001    0.000    0.014    0.000 pyparsing.py:3365(<listcomp>)
      321    0.001    0.000    0.001    0.000 textparser.py:65(save)
    61/11    0.001    0.000    0.018    0.002 pyparsing.py:3288(leaveWhitespace)
      299    0.001    0.000    0.001    0.000 sre_compile.py:65(_combine_flags)
      129    0.001    0.000    0.052    0.000 __init__.py:3218(<genexpr>)
      171    0.001    0.000    0.001    0.000 six.py:141(__init__)
      116    0.001    0.000    0.001    0.000 dbc.py:1246(get_signal_spn)
      154    0.001    0.000    0.001    0.000 sre_parse.py:76(__init__)
       28    0.001    0.000    0.002    0.000 ipaddress.py:2160(__init__)
        1    0.001    0.001    0.138    0.138 dbc.py:1696(load_string)
       75    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      462    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:424(has_location)
       84    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
       80    0.001    0.000    0.004    0.000 enum.py:453(_find_data_type)
      595    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      852    0.000    0.000    0.000    0.000 __init__.py:2062(__bool__)
      116    0.000    0.000    0.001    0.000 __init__.py:2378(__init__)
       12    0.000    0.000    0.012    0.001 pyparsing.py:2653(__init__)
      214    0.000    0.000    0.000    0.000 __init__.py:1902(__init__)
        1    0.000    0.000    0.002    0.002 pickletools.py:2146(assure_pickle_consistency)
       63    0.000    0.000    0.001    0.000 __init__.py:2557(__delattr__)
      116    0.000    0.000    0.001    0.000 dbc.py:1238(get_signal_initial_value)
      255    0.000    0.000    0.001    0.000 __init__.py:40(<lambda>)
      180    0.000    0.000    0.004    0.000 re.py:170(match)
       92    0.000    0.000    0.001    0.000 utils.py:136(padding_mask)
        1    0.000    0.000    0.006    0.006 tokenize.py:21(<module>)
      504    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       33    0.000    0.000    0.000    0.000 enum.py:64(__init__)
  270/184    0.000    0.000    0.003    0.000 abc.py:141(__subclasscheck__)
    87/79    0.000    0.000    0.002    0.000 pyparsing.py:3576(__str__)
      142    0.000    0.000    0.020    0.000 re.py:180(search)
        1    0.000    0.000    0.002    0.002 status_codes.py:104(_init)
      165    0.000    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
       28    0.000    0.000    0.001    0.000 ipaddress.py:1631(_ip_int_from_string)
       83    0.000    0.000    0.005    0.000 pyparsing.py:1821(__add__)
      178    0.000    0.000    0.001    0.000 _oid.py:58(__hash__)
       80    0.000    0.000    0.005    0.000 enum.py:442(_get_mixins_)
       51    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        7    0.000    0.000    0.001    0.000 __init__.py:1583(__set_name__)
      131    0.000    0.000    0.001    0.000 __init__.py:353(_is_internal_class)
      116    0.000    0.000    0.001    0.000 dbc.py:1158(get_multiplexer_ids)
       53    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      421    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       46    0.000    0.000    0.001    0.000 __init__.py:276(pack_any)
        1    0.000    0.000    0.001    0.001 __init__.py:259(_reset_cache)
       33    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
       75    0.000    0.000    0.001    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.643    0.643 __init__.py:16(<module>)
       80    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        3    0.000    0.000    0.122    0.041 base.py:5(<module>)
      266    0.000    0.000    0.001    0.000 pyparsing.py:3270(<genexpr>)
       26    0.000    0.000    0.065    0.003 pyparsing.py:2779(__init__)
      498    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       19    0.000    0.000    0.002    0.000 ipaddress.py:1477(__init__)
      116    0.000    0.000    0.000    0.000 dbc.py:1190(get_receivers)
      421    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       87    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_load_error_strings}
      165    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.086    0.086 extensions.py:5(<module>)
      104    0.000    0.000    0.006    0.000 traceback.py:282(line)
       13    0.000    0.000    0.029    0.002 enum.py:633(_convert)
      236    0.000    0.000    0.000    0.000 textparser.py:80(mark_max_load)
      232    0.000    0.000    0.001    0.000 dbc.py:1178(get_multiplexer_signal)
      120    0.000    0.000    0.002    0.000 pyparsing.py:2368(__init__)
       63    0.000    0.000    0.001    0.000 __init__.py:456(_get_attr_from_chain)
       35    0.000    0.000    0.021    0.001 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.001    0.001 hmac.py:4(<module>)
      170    0.000    0.000    0.001    0.000 pyparsing.py:3439(<genexpr>)
       33    0.000    0.000    0.005    0.000 enum.py:125(__prepare__)
        1    0.000    0.000    0.018    0.018 socket.py:47(<module>)
      166    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      304    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      134    0.000    0.000    0.001    0.000 types.py:164(__get__)
      502    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      330    0.000    0.000    0.000    0.000 textparser.py:71(update)
       35    0.000    0.000    0.001    0.000 __init__.py:1341(__init__)
       27    0.000    0.000    0.009    0.000 pyparsing.py:1039(_trim_arity)
        1    0.000    0.000    0.002    0.002 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dbc.py:858(_load_comments)
        1    0.000    0.000    0.106    0.106 backend.py:5(<module>)
       46    0.000    0.000    0.001    0.000 __init__.py:237(_unpack_bytearray)
        1    0.000    0.000    0.007    0.007 random.py:38(<module>)
      121    0.000    0.000    0.001    0.000 pyparsing.py:363(__new__)
       52    0.000    0.000    0.001    0.000 pyparsing.py:2826(__str__)
        9    0.000    0.000    0.001    0.000 datetime.py:473(__new__)
      448    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       46    0.000    0.000    0.001    0.000 message.py:906(_check_signal_lengths)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1142(_parse_octet)
      116    0.000    0.000    0.000    0.000 utils.py:41(start_bit)
        2    0.000    0.000    0.004    0.002 encoder.py:2(<module>)
       46    0.000    0.000    0.005    0.000 __init__.py:373(__init__)
      418    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      258    0.000    0.000    0.000    0.000 six.py:88(__init__)
        6    0.000    0.000    0.562    0.094 __init__.py:2(<module>)
       26    0.000    0.000    0.009    0.000 traceback.py:200(extract_stack)
      113    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       92    0.000    0.000    0.001    0.000 utils.py:130(fmt)
       68    0.000    0.000    0.001    0.000 enum.py:335(__getattr__)
      173    0.000    0.000    0.003    0.000 abc.py:130(register)
     24/3    0.000    0.000    0.006    0.002 pyparsing.py:3397(parseImpl)
       21    0.000    0.000    0.001    0.000 posixpath.py:338(normpath)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       46    0.000    0.000    0.005    0.000 __init__.py:248(__init__)
      144    0.000    0.000    0.257    0.002 re.py:232(compile)
      382    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.009    0.004 ec.py:5(<module>)
        1    0.000    0.000    0.143    0.143 requirements.py:4(<module>)
      408    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
      117    0.000    0.000    0.000    0.000 utils.py:40(read_only_property)
       44    0.000    0.000    0.006    0.000 __init__.py:1878(get_metadata_lines)
       43    0.000    0.000    0.021    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
      145    0.000    0.000    0.000    0.000 textparser.py:68(restore)
        1    0.000    0.000    0.013    0.013 util.py:257(_findSoname_ldconfig)
      382    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 __init__.py:2066(EnumType)
      220    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      193    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.040    0.040 pyparsing.py:5399(pyparsing_common)
        1    0.000    0.000    0.001    0.001 SSL.py:1(<module>)
       46    0.000    0.000    0.007    0.000 __init__.py:464(pack)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.025    0.025 ssl.py:91(<module>)
      128    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
    73/44    0.000    0.000    0.000    0.000 textparser.py:309(_check_pattern)
      183    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
        1    0.000    0.000    0.006    0.006 markers.py:4(<module>)
       78    0.000    0.000    0.005    0.000 linecache.py:15(getline)
      255    0.000    0.000    0.000    0.000 {built-in method builtins.ascii}
        1    0.000    0.000    0.000    0.000 __init__.py:188(PPrintState)
       46    0.000    0.000    0.000    0.000 __init__.py:59(__init__)
        1    0.000    0.000    0.006    0.006 core.py:47(<module>)
        1    0.000    0.000    0.007    0.007 oid.py:5(<module>)
        1    0.000    0.000    0.005    0.005 ElementTree.py:34(<module>)
        1    0.000    0.000    0.014    0.014 _big_num_ctypes.py:20(<module>)
        1    0.000    0.000    0.260    0.260 pyopenssl.py:43(<module>)
       23    0.000    0.000    0.022    0.001 message.py:25(__init__)
       48    0.000    0.000    0.003    0.000 pyparsing.py:1948(__or__)
       16    0.000    0.000    0.001    0.000 __init__.py:2771(_find_new_)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
    54/10    0.000    0.000    0.006    0.001 pyparsing.py:3762(streamline)
       37    0.000    0.000    0.003    0.000 __init__.py:523(__call__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.005    0.005 os.py:977(popen)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       92    0.000    0.000    0.000    0.000 {built-in method bitstruct.c.compile}
    24/11    0.000    0.000    0.004    0.000 pyparsing.py:3547(parseImpl)
    19/18    0.000    0.000    0.035    0.002 <frozen importlib._bootstrap_external>:1040(create_module)
        1    0.000    0.000    0.046    0.046 keys.py:15(<module>)
       56    0.000    0.000    0.000    0.000 __init__.py:1811(__getitem__)
       63    0.000    0.000    0.000    0.000 enum.py:323(__delattr__)
     10/9    0.000    0.000    0.001    0.000 posixpath.py:400(_joinrealpath)
        1    0.000    0.000    0.001    0.001 decode_asn1.py:5(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
      101    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.009    0.009 dbc.py:3(<module>)
      258    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      178    0.000    0.000    0.000    0.000 utils.py:41(<lambda>)
       48    0.000    0.000    0.003    0.000 textparser.py:110(<listcomp>)
      116    0.000    0.000    0.000    0.000 dbc.py:1142(get_choices)
       25    0.000    0.000    0.009    0.000 pyparsing.py:1250(setParseAction)
        1    0.000    0.000    0.022    0.022 __init__.py:24(<module>)
       46    0.000    0.000    0.000    0.000 __init__.py:63(pack)
        1    0.000    0.000    0.485    0.485 __init__.py:41(<module>)
      104    0.000    0.000    0.000    0.000 utils.py:117(padding_item)
       26    0.000    0.000    0.009    0.000 pyparsing.py:1047(extract_stack)
       88    0.000    0.000    0.001    0.000 __init__.py:1858(has_metadata)
      116    0.000    0.000    0.000    0.000 dbc.py:1220(get_is_float)
      116    0.000    0.000    0.000    0.000 dbc.py:1208(get_minimum_decimal)
        1    0.000    0.000    0.001    0.001 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       43    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.138    0.138 crypto.py:1(<module>)
       68    0.000    0.000    0.001    0.000 status_codes.py:111(doc)
      116    0.000    0.000    0.000    0.000 signal.py:14(__init__)
      116    0.000    0.000    0.001    0.000 dbc.py:1196(get_minimum)
        1    0.000    0.000    0.008    0.008 inspect.py:27(<module>)
       61    0.000    0.000    0.013    0.000 pyparsing.py:3292(<listcomp>)
      192    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
      128    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
      116    0.000    0.000    0.000    0.000 dbc.py:1152(get_is_multiplexer)
      166    0.000    0.000    0.000    0.000 utils.py:44(register_interface)
       46    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 coroutines.py:35(CoroWrapper)
       33    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.006    0.006 request.py:68(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:2747(_find_data_type)
        2    0.000    0.000    0.011    0.005 subprocess.py:656(__init__)
        1    0.000    0.000    0.028    0.028 cookiejar.py:26(<module>)
      116    0.000    0.000    0.000    0.000 dbc.py:1214(get_maximum_decimal)
        7    0.000    0.000    0.000    0.000 {built-in method posix.close}
       77    0.000    0.000    0.002    0.000 {built-in method builtins.delattr}
      126    0.000    0.000    0.000    0.000 textparser.py:86(drop)
    36/11    0.000    0.000    0.021    0.002 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:1601(EmptyProvider)
      232    0.000    0.000    0.000    0.000 signal.py:410(multiplexer_signal)
      116    0.000    0.000    0.001    0.000 dbc.py:1202(get_maximum)
        1    0.000    0.000    0.005    0.005 tz.py:9(<module>)
        1    0.000    0.000    0.156    0.156 database.py:163(add_dbc_string)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      162    0.000    0.000    0.000    0.000 textparser.py:27(__init__)
      113    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.005    0.005 unix_events.py:1(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.Cryptography_add_osrandom_engine}
       78    0.000    0.000    0.005    0.000 linecache.py:37(getlines)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       70    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      213    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.071    0.071 utils.py:9(<module>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       46    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.003    0.003 util.py:111(load_config)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
      232    0.000    0.000    0.000    0.000 signal.py:225(is_float)
        1    0.000    0.000    0.013    0.013 socketcan.py:2(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.005    0.005 dbc.py:227(grammar)
        1    0.000    0.000    0.333    0.333 __init__.py:3191(_initialize_master_working_set)
        5    0.000    0.000    0.001    0.000 enum.py:872(_decompose)
        5    0.000    0.000    0.025    0.005 utils.py:5(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.001    0.001 configparser.py:600(__init__)
        1    0.000    0.000    0.001    0.001 stringprep.py:6(<module>)
      116    0.000    0.000    0.000    0.000 dbc.py:1132(get_comment)
       32    0.000    0.000    0.001    0.000 __init__.py:2738(_get_mixins_)
        2    0.000    0.000    0.004    0.002 hashes.py:5(<module>)
        1    0.000    0.000    0.052    0.052 connectionpool.py:1(<module>)
      157    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       92    0.000    0.000    0.000    0.000 utils.py:133(names)
        1    0.000    0.000    0.001    0.001 configparser.py:1314(__init__)
        1    0.000    0.000    0.091    0.091 base_events.py:14(<module>)
       31    0.000    0.000    0.003    0.000 __init__.py:1930(getLogger)
       26    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 socketcan.py:71(bcm_header_factory)
        3    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       26    0.000    0.000    0.006    0.000 __init__.py:36(getargspec)
       46    0.000    0.000    0.002    0.000 __init__.py:381(pack)
        1    0.000    0.000    0.003    0.003 dbapi2.py:23(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1373(HTTPCookieProcessor)
        1    0.000    0.000    0.005    0.005 models.py:8(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       20    0.000    0.000    0.001    0.000 enum.py:830(__or__)
       28    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       32    0.000    0.000    0.000    0.000 __init__.py:809(__setitem__)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        2    0.000    0.000    0.016    0.008 ocsp.py:5(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:1786(__init__)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        2    0.000    0.000    0.001    0.000 lazy.py:139(__new__)
      192    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 extensions.py:865(TLSFeature)
  207/206    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.003    0.003 pickle.py:181(<listcomp>)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        8    0.000    0.000    0.001    0.000 __init__.py:751(__new__)
       54    0.000    0.000    0.000    0.000 functools.py:67(wraps)
      232    0.000    0.000    0.000    0.000 signal.py:211(is_signed)
      5/3    0.000    0.000    0.001    0.000 __init__.py:694(__new__)
        1    0.000    0.000    0.012    0.012 general_name.py:5(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
      232    0.000    0.000    0.000    0.000 signal.py:384(is_multiplexer)
      104    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.006    0.006 __init__.py:9(<module>)
       23    0.000    0.000    0.000    0.000 database.py:250(_add_message)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       46    0.000    0.000    0.003    0.000 re.py:215(findall)
        2    0.000    0.000    0.013    0.006 rsa.py:5(<module>)
        1    0.000    0.000    0.001    0.001 textparser.py:541(match)
       92    0.000    0.000    0.000    0.000 utils.py:131(<listcomp>)
    25/11    0.000    0.000    0.004    0.000 pyparsing.py:3737(parseImpl)
        1    0.000    0.000    0.009    0.009 shutil.py:5(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        4    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       92    0.000    0.000    0.000    0.000 utils.py:134(<listcomp>)
        1    0.000    0.000    0.009    0.009 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.001    0.001 client.py:93(__init__)
       44    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        2    0.000    0.000    0.017    0.008 connection.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dbc.py:126(to_int)
        1    0.000    0.000    0.001    0.001 sessions.py:365(__init__)
       44    0.000    0.000    0.000    0.000 __init__.py:1870(_warn_on_replacement)
       46    0.000    0.000    0.000    0.000 __init__.py:254(pack_value)
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        1    0.000    0.000    0.004    0.004 sessions.py:9(<module>)
        3    0.000    0.000    0.001    0.000 adapters.py:113(__init__)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.013    0.013 algos.py:19(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        7    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 socketcan.py:555(__init__)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
       20    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        1    0.000    0.000    0.005    0.005 parse.py:28(<module>)
       49    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       33    0.000    0.000    0.001    0.000 posixpath.py:168(islink)
        1    0.000    0.000    0.006    0.006 modes.py:5(<module>)
        1    0.000    0.000    0.734    0.734 util.py:5(<module>)
       23    0.000    0.000    0.000    0.000 dbc.py:1350(get_cycle_time)
        5    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        2    0.000    0.000    0.008    0.004 dsa.py:5(<module>)
