
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 transports.py:44(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:233(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:398(CompletedProcess)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:426(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:420(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1070(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(_StderrHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:2075(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2059(NullHandler)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 os.py:1016(__getattr__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(InfluxDBClientError)
        1    0.000    0.000    0.000    0.000 dataframe_client.py:17(DataFrameClient)
        1    0.000    0.000    0.000    0.000 __init__.py:69(TextIO)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 cookies.py:597(SimpleCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 encoder.py:383(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1201(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1349(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1358(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 rsa.py:275(_RSASignatureContext)
        1    0.000    0.000    0.000    0.000 padding.py:31(PSS)
        1    0.000    0.000    0.000    0.000 x448.py:17(_X448PublicKey)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:47(_DSAVerificationContext)
        1    0.000    0.000    0.000    0.000 dsa.py:68(_DSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:92(_ECDSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:108(_ECDSAVerificationContext)
        1    0.000    0.000    0.000    0.000 ed448.py:17(_Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 backend.py:2405(GetCipherByName)
        1    0.000    0.000    0.000    0.000 base.py:228(_AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 dh.py:36(_DHParameters)
        1    0.000    0.000    0.000    0.000 SSL.py:269(_CallbackExceptionHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:297(_VerifyHelper)
        3    0.000    0.000    0.000    0.000 SSL.py:631(_make_requires)
        1    0.000    0.000    0.000    0.000 {method 'gc' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 algos.py:1119(AnyAlgorithmId)
        1    0.000    0.000    0.000    0.000 core.py:622(ValueMap)
        1    0.000    0.000    0.000    0.000 core.py:4569(AbstractTime)
        1    0.000    0.000    0.000    0.000 core.py:4615(UTCTime)
        1    0.000    0.000    0.000    0.000 core.py:4671(GeneralizedTime)
        1    0.000    0.000    0.000    0.000 keys.py:105(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 keys.py:420(DSAParams)
        1    0.000    0.000    0.000    0.000 keys.py:435(Attribute)
        1    0.000    0.000    0.000    0.000 keys.py:886(EncryptedPrivateKeyInfo)
        1    0.000    0.000    0.000    0.000 keys.py:910(DomainParameters)
        1    0.000    0.000    0.000    0.000 algos.py:141(DigestAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:162(MaskGenAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:365(Pbkdf2Salt)
        1    0.000    0.000    0.000    0.000 algos.py:428(Rc2Params)
        1    0.000    0.000    0.000    0.000 algos.py:441(Rc5Params)
        1    0.000    0.000    0.000    0.000 algos.py:450(Pbes1Params)
        1    0.000    0.000    0.000    0.000 algos.py:463(PSourceAlgorithm)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(InternalError)
        1    0.000    0.000    0.000    0.000 interfaces.py:389(ScryptBackend)
        1    0.000    0.000    0.000    0.000 crypto.py:1694(X509StoreContextError)
        1    0.000    0.000    0.000    0.000 base.py:73(InvalidVersion)
        1    0.000    0.000    0.000    0.000 utils.py:129(_ModuleWithDeprecations)
        1    0.000    0.000    0.000    0.000 dsa.py:23(DSAParametersWithNumbers)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        2    0.000    0.000    0.000    0.000 crypto.py:207(__init__)
        1    0.000    0.000    0.000    0.000 crypto.py:206(_X509NameInvalidator)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:14(is_appengine_sandbox)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:23(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:29(is_prod_appengine_mvms)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 ext.py:21(ExtType)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MaxRetryError)
        1    0.000    0.000    0.000    0.000 recipes.py:15(Averager)
        1    0.000    0.000    0.000    0.000 recipes.py:114(RLock)
        1    0.000    0.000    0.000    0.000 recipes.py:182(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 textparser.py:22(_String)
        1    0.000    0.000    0.000    0.000 textparser.py:240(Sequence)
        1    0.000    0.000    0.000    0.000 textparser.py:340(Repeated)
        1    0.000    0.000    0.000    0.000 textparser.py:447(OneOrMoreDict)
        1    0.000    0.000    0.000    0.000 textparser.py:458(DelimitedList)
        1    0.000    0.000    0.000    0.000 textparser.py:538(__init__)
        1    0.000    0.000    0.000    0.000 textparser.py:532(AnyUntil)
        1    0.000    0.000    0.000    0.000 signal_group.py:4(<module>)
        1    0.000    0.000    0.000    0.000 node.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dbc.py:411(LongNamesConverter)
        1    0.000    0.000    0.000    0.000 dbc.py:889(_load_attribute_definitions)
        1    0.000    0.000    0.000    0.000 dbc.py:975(_load_value_tables)
        1    0.000    0.000    0.000    0.000 dbc.py:1042(_load_signal_types)
        1    0.000    0.000    0.000    0.000 __init__.py:121(_Raw)
        1    0.000    0.000    0.000    0.000 __init__.py:424(CompiledFormatDict)
        1    0.000    0.000    0.000    0.000 __init__.py:15(UnsupportedDatabaseFormatError)
        1    0.000    0.000    0.000    0.000 argparse.py:114(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:659(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:760(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:851(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:886(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1174(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1555(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 wrappers.py:419(_FunctionWrapperBase)
        1    0.000    0.000    0.000    0.000 wrappers.py:836(WeakFunctionProxy)
        1    0.000    0.000    0.000    0.000 decorators.py:113(_BoundAdapterWrapper)
        1    0.000    0.000    0.000    0.000 decorators.py:158(DelegatedAdapterFactory)
        1    0.000    0.000    0.000    0.000 interface.py:70(Bus)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:379(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:419(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:649(_NamedConstantDict)
        1    0.000    0.000    0.000    0.000 __init__.py:799(_NamedTupleDict)
        1    0.000    0.000    0.000    0.000 __init__.py:836(_TupleAttributeAtIndex)
        1    0.000    0.000    0.000    0.000 __init__.py:878(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(_proto_member)
        1    0.000    0.000    0.000    0.000 broadcastmanager.py:33(CyclicSendTaskABC)
        1    0.000    0.000    0.000    0.000 broadcastmanager.py:105(ThreadBasedCyclicSendTask)
        1    0.000    0.000    0.000    0.000 blf.py:131(BLFReader)
        1    0.000    0.000    0.000    0.000 canutils.py:28(CanutilsLogReader)
        1    0.000    0.000    0.000    0.000 canutils.py:91(CanutilsLogWriter)
        1    0.000    0.000    0.000    0.000 csv.py:75(CSVReader)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 printer.py:17(Printer)
        1    0.000    0.000    0.000    0.000 player.py:24(LogReader)
        1    0.000    0.000    0.000    0.000 player.py:68(MessageSync)
        1    0.000    0.000    0.000    0.000 __init__.py:254(__get__)
        1    0.000    0.000    0.000    0.000 __init__.py:311(NonMember)
        1    0.000    0.000    0.000    0.000 __init__.py:515(_Addendum)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 sysconfig.py:100(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 specifiers.py:594(<listcomp>)
        1    0.000    0.000    0.000    0.000 specifiers.py:624(__hash__)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 tempfile.py:596(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 configparser.py:1221(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1549(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1621(ZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:1882(PathMetadata)
        1    0.000    0.000    0.000    0.000 locks.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:181(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:606(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1142(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1191(_DummyThread)
        1    0.000    0.000    0.000    0.000 listener.py:71(RedirectReader)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:435(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:685(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:722(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(info)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(InfluxDBServerError)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:275(NodeTransformer)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1232(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1763(LoadError)
        1    0.000    0.000    0.000    0.000 cookies.py:165(CookieConflictError)
        1    0.000    0.000    0.000    0.000 core.py:14(DeprecatedBundleWarning)
        1    0.000    0.000    0.000    0.000 errors.py:26(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 raw_json.py:4(RawJSON)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1027(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1038(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1219(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1506(FTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 ocsp.py:113(_SingleResponse)
        1    0.000    0.000    0.000    0.000 rsa.py:302(_RSAVerificationContext)
        1    0.000    0.000    0.000    0.000 padding.py:26(PKCS1v15)
        1    0.000    0.000    0.000    0.000 padding.py:49(OAEP)
        1    0.000    0.000    0.000    0.000 padding.py:62(MGF1)
        1    0.000    0.000    0.000    0.000 x25519.py:20(_X25519PublicKey)
        1    0.000    0.000    0.000    0.000 scrypt.py:23(Scrypt)
        1    0.000    0.000    0.000    0.000 modes.py:121(ECB)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:23(_Integers)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:186(_X509ExtensionParser)
        1    0.000    0.000    0.000    0.000 SSL.py:249(WantReadError)
        1    0.000    0.000    0.000    0.000 SSL.py:336(_NpnAdvertiseHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:426(_ALPNSelectHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:477(_OCSPServerCallbackHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:544(_OCSPClientCallbackHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:668(Session)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_finish}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_free}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.RAND_cleanup}
        1    0.000    0.000    0.000    0.000 _conditional.py:46(cryptography_has_ssl3_method)
        1    0.000    0.000    0.000    0.000 _conditional.py:135(cryptography_has_ssl_st)
        1    0.000    0.000    0.000    0.000 general_name.py:47(UnsupportedGeneralNameType)
        1    0.000    0.000    0.000    0.000 hashes.py:110(SHA1)
        1    0.000    0.000    0.000    0.000 hashes.py:131(SHA224)
        1    0.000    0.000    0.000    0.000 hashes.py:145(SHA384)
        1    0.000    0.000    0.000    0.000 hashes.py:165(SHA3_256)
        1    0.000    0.000    0.000    0.000 hashes.py:171(SHA3_384)
        1    0.000    0.000    0.000    0.000 hashes.py:177(SHA3_512)
        1    0.000    0.000    0.000    0.000 hashes.py:217(MD5)
        1    0.000    0.000    0.000    0.000 algos.py:1084(Pbes2Params)
        1    0.000    0.000    0.000    0.000 algos.py:1091(Pbmac1Params)
        1    0.000    0.000    0.000    0.000 algos.py:1098(Pkcs5MacId)
        1    0.000    0.000    0.000    0.000 algos.py:1104(Pkcs5MacAlgorithm)
        1    0.000    0.000    0.000    0.000 core.py:649(Castable)
        1    0.000    0.000    0.000    0.000 core.py:2665(ParsableOctetBitString)
        1    0.000    0.000    0.000    0.000 core.py:2940(ObjectDescriptor)
        1    0.000    0.000    0.000    0.000 core.py:2948(InstanceOf)
        1    0.000    0.000    0.000    0.000 core.py:4484(SetOf)
        1    0.000    0.000    0.000    0.000 core.py:4525(NumericString)
        1    0.000    0.000    0.000    0.000 core.py:4744(GraphicString)
        1    0.000    0.000    0.000    0.000 core.py:4782(CharacterString)
        1    0.000    0.000    0.000    0.000 _teletex_codec.py:14(TeletexCodec)
        1    0.000    0.000    0.000    0.000 _teletex_codec.py:29(TeletexIncrementalDecoder)
        1    0.000    0.000    0.000    0.000 keys.py:74(RSAPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:216(SpecifiedECDomainVersion)
        1    0.000    0.000    0.000    0.000 keys.py:239(CharacteristicTwoBasis)
        1    0.000    0.000    0.000    0.000 keys.py:252(Pentanomial)
        1    0.000    0.000    0.000    0.000 keys.py:396(ECPrivateKeyVersion)
        1    0.000    0.000    0.000    0.000 keys.py:899(ValidationParms)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 algos.py:120(HmacAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:149(DigestInfo)
        1    0.000    0.000    0.000    0.000 algos.py:156(MaskGenAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:381(KdfAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:411(KeyExchangeAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:435(Rc5ParamVersion)
        1    0.000    0.000    0.000    0.000 extensions.py:855(OCSPNoCheck)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ec.py:175(SECT571R1)
        1    0.000    0.000    0.000    0.000 ec.py:181(SECT409R1)
        1    0.000    0.000    0.000    0.000 ec.py:187(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:199(SECT163R2)
        1    0.000    0.000    0.000    0.000 ec.py:205(SECT571K1)
        1    0.000    0.000    0.000    0.000 ec.py:211(SECT409K1)
        1    0.000    0.000    0.000    0.000 ec.py:217(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:223(SECT233K1)
        1    0.000    0.000    0.000    0.000 ec.py:229(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:253(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:271(BrainpoolP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:277(BrainpoolP384R1)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(NotYetFinalized)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(InvalidTag)
        1    0.000    0.000    0.000    0.000 extensions.py:60(ExtensionNotFound)
        1    0.000    0.000    0.000    0.000 utils.py:52(register_interface_if)
        1    0.000    0.000    0.000    0.000 utils.py:86(InterfaceNotImplemented)
        1    0.000    0.000    0.000    0.000 utils.py:122(_DeprecatedValue)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        2    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(FileModeWarning)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:54(UnsupportedExtension)
        1    0.000    0.000    0.000    0.000 crypto.py:78(Error)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:62(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:93(MultiDecoder)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:135(host)
        1    0.000    0.000    0.000    0.000 connection.py:93(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 wait.py:13(NoWayToWaitForSocketError)
        1    0.000    0.000    0.000    0.000 client.py:881(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(FormatError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
